DOMAIN,DOMAIN_LENGTH,SUBDOMAIN,PORT,AT_SYMBOL,PRE_SUFFIX,HTTPS_HOSTNAME,IP_ADDRESS,SHORTENING,REDIRECTING,SUSPICIOUS_TLD,HTTPS,HTTPS_WILDCARD,HSTS,CSP,X_CONTENT_TYPE_OPTIONS,X_FRAME_OPTIONS,SECURE_COOKIES,MOUSE_OVER,RIGHT_CLICK,POPUP,I_FRAME,FAVICON,WEBSITE_TRAFFIC,FORWARDING,TP_RATING,TP_REVIEWS_COUNT,SA_RATING,SA_BACKLINKS,SA_WEBSITE_SPEED,SA_SSL_CERT,GSO_MALTIVERSE,GSO_APWG,GSO_COMPLYTRON,GSO_DNSFILTER,GSO_FLASHSTART,GSO_IQGLOBAL,GSO_PULSEDIVE,GSO_QUAD9,PR_GLOBAL_RANK,PR_PAGE_RANK,UV_DETECTIONS,UV_SITES_SAME_IP,UV_SITES_SAME_IP_DETECTIONS,TS_TRUSTED,TS_RATING,TS_REVIEWS_COUNT,WHOIS_CREATED_MONTHS,WHOIS_LAST_UPDATED_MONTHS,WHOIS_EXPIRES_IN_MONTHS,WHOIS_DNSSEC,WHOIS_COUNTRY,WHOIS_PRIVACY,TRUST
hezdata.com,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,55249,0,4.3,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10844870,2,0,14,9,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
oxopackaging.com,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,295863,0,4.9,339,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3145510,3,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
ihomeaudio.com,10,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,NaN,215715,1,0.0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,546091,4,0,14,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
1a-wertchips.de,12,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,196002,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,94684679,0,0,14,1,1,5.0,162,NaN,NaN,NaN,NaN,NaN,NaN,1
heimundgarten24.de,15,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,1,0,467019,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25745211,1,0,10,1,1,4.8,730,NaN,NaN,NaN,NaN,NaN,NaN,1
collartags.com,10,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,160320,1,4.9,909,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,63800563,1,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
relaxtheback.com,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3010490,0,3.1,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1115959,3,0,14,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
mipuu.de,5,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,540872,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,72375230,1,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
lyonsleaf.co.uk,12,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,481952,0,4.2,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8317769,2,0,14,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
alpinizer.de,9,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,1,1,219090,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,253740976,0,0,14,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
swissbiocolostrum.com,17,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,68743,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14485679,2,0,5,0,1,4.88,466,NaN,NaN,NaN,NaN,NaN,NaN,1
winespies.com,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,68663,0,4.6,524,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4203006,2,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
xeric.com,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,196247,1,4.1,109,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,344046,4,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
hawesandcurtis.de,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,7889,1,3.7,91,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10048882,2,0,6,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
dirt2tidy.com.au,13,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,278657,0,2.7,56,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6354167,2,1,8,4,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
spurst.com,6,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,NaN,1624,0,3.2,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8160563,2,0,7,2,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
porkert-original.de,16,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,26893,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,151438537,0,0,0,0,1,4.07,25,NaN,NaN,NaN,NaN,NaN,NaN,1
rocknshop.de,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,19260,1,3.7,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6000564,2,0,0,0,1,4.88,2088,NaN,NaN,NaN,NaN,NaN,NaN,1
couponchamber.blogspot.com,22,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,63848,0,0.0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6461262,2,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
horizonsconsultants.com,19,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,279056,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,93335513,0,0,14,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
cabelas.ca,7,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,157745,1,1.8,21,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1063293,3,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
leiterladen.de,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,93280,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29002690,1,0,0,0,1,5.0,96,NaN,NaN,NaN,NaN,NaN,NaN,1
domaindesignagency.com,18,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,61799,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2697269,3,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
velseoity.com,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,157856,0,0.0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3122075,3,0,3,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
supersmile.com,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,NaN,401271,0,0.0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4236315,2,0,14,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
doverrealty.com,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,310989,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18846366,1,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
scamhelp.net,8,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,221500,0,3.8,176,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11981960,2,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
solvps.com,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,40407,0,3.0,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5575904,2,0,2,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
box8.in,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,37766,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4538270,2,0,0,0,1,4.82,7638,NaN,NaN,NaN,NaN,NaN,NaN,1
peroukes-sandrakis.gr,18,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,312365,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25650661,1,0,1,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
wireandsupply.com,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,137742,0,3.7,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,65869785,1,0,14,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
myfreemp3.eu,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,13503,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7635356,2,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
vincipro.com,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,96469,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7904895,2,0,4,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
aramaj.com,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,NaN,527823,0,3.8,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,995046,4,0,14,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
ipfs.io,4,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,1,0,81177,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10887,5,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
asdlib.org,6,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,101914,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4537962,2,0,1,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
enrico.com.my,10,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,95354,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,54338292,1,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
flemke-paetkau.de,14,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,61017,1,4.5,21,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,113714717,0,0,14,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
foresthomesstore.com,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,NaN,93565,1,4.6,52,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1295675,3,0,14,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
luxuriamotorclub.com,1
upscaleaudio.com,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,488280,0,2.8,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1175043,3,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
puls.com,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,128621,0,4.3,3690,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,82781,4,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
gartengeraete-versand.de,21,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,276530,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7970384,2,0,0,0,1,4.84,917,NaN,NaN,NaN,NaN,NaN,NaN,1
beeswaxcandles.com,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,620425,0,0.0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3712002,3,0,14,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
rovingblue.com,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,NaN,26124,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1677300,3,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
designerdrip.shop,12,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,892513,1,4.3,111,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20946186,1,0,10,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
huntbikewheels.com,14,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,323499,1,4.8,10472,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4607602,2,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
henryharvin.com,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,10932640,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1166464,3,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
vtmobilecarpetcleaning.com,22,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,504135,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10019131,2,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
stirvox.com,7,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,76741,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10657725,2,0,6,4,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
broker24.com,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,29750,0,2.6,47,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,338888878,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
rayaspa.com,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,614146,0,0.0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,933309,4,0,14,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
nashuanutrition.com,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,203921,0,3.1,61,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5507998,2,0,14,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
moonoralcare.com,12,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,450950,1,1.9,12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1037270,3,0,14,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
inloveagain.de,11,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,121237,1,3.6,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8094500,2,0,1,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
Canvasi.de,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,155129,1,4.2,7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11144739,2,0,14,0,1,4.94,9303,NaN,NaN,NaN,NaN,NaN,NaN,1
intaste.de,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,752649,0,4.0,25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6678658,2,NaN,NaN,NaN,1,4.92,48096,NaN,NaN,NaN,NaN,NaN,NaN,1
thebottleclub.com,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1847211,0,4.4,22528,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1673115,3,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
buerostuhlshop.tv,14,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,324983,0,4.3,27,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6333807,2,0,8,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
sketchprofs.com,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,176828,1,2.4,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20681234,1,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
nsgtaxi.com,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,NaN,26168,0,3.5,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29198676,1,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
better-together-coaching.de,24,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,197148,0,4.0,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,14,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
packen24.de,8,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,476016,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15615856,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
hearingaid.en.alibaba.com,21,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,329429,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,42006178,1,0,14,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
mba.org,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,193407,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17958,5,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
skinnyscoop.com,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,506102,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2973903,3,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
giftcardsuite.com,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,28572,0,0.0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6270759,2,0,4,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
thediamondstore.co.uk,18,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,111961,1,4.6,26512,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4925948,2,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
drifteshop.com,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,65861,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,60141059,1,0,0,0,1,4.88,131,NaN,NaN,NaN,NaN,NaN,NaN,1
sheamoisture.com,12,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,476878,1,3.0,36,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1019211,3,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
bang-olufsen.com,12,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,771355,1,2.9,4699,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9939,5,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
vinomi.de,6,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,0,54841,0,3.8,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8003249,2,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
ei-nzigartig.com,12,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,407229,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,75287198,0,0,14,0,1,5.0,33,NaN,NaN,NaN,NaN,NaN,NaN,1
dell.com,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,222295,1,1.3,2781,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1365,6,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
stockton.com.hk,12,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,770830,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2191155,3,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
bodyfx.com,6,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,217253,0,4.0,3130,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10077633,2,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
sagra-conceptstore.com,18,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,102612,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,221163316,0,0,14,0,1,5.0,28,NaN,NaN,NaN,NaN,NaN,NaN,1
metzgerei-parzen.shop,16,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,829469,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,70694897,1,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
funktionelles.de,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,322433,1,4.0,850,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,604295,4,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
supersausage.ca,12,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,27470,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,63919317,1,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
abduzeedo.com,9,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,28724,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10393,5,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
myprizepicks.com,12,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,94113,1,3.9,3407,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6160420,2,0,3,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
italian-design.nl,14,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,212530,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8360312,2,0,14,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
