DOMAIN,DOMAIN_LENGTH,SUBDOMAIN,PORT,AT_SYMBOL,PRE_SUFFIX,HTTPS_HOSTNAME,IP_ADDRESS,SHORTENING,REDIRECTING,SUSPICIOUS_TLD,HTTPS,HTTPS_WILDCARD,HSTS,CSP,X_CONTENT_TYPE_OPTIONS,X_FRAME_OPTIONS,SECURE_COOKIES,MOUSE_OVER,RIGHT_CLICK,POPUP,I_FRAME,FAVICON,WEBSITE_TRAFFIC,FORWARDING,TP_RATING,TP_REVIEWS_COUNT,SA_RATING,SA_BACKLINKS,SA_WEBSITE_SPEED,SA_SSL_CERT,GSO_MALTIVERSE,GSO_APWG,GSO_COMPLYTRON,GSO_DNSFILTER,GSO_FLASHSTART,GSO_IQGLOBAL,GSO_PULSEDIVE,GSO_QUAD9,PR_GLOBAL_RANK,PR_PAGE_RANK,UV_DETECTIONS,UV_SITES_SAME_IP,UV_SITES_SAME_IP_DETECTIONS,TS_TRUSTED,TS_RATING,TS_REVIEWS_COUNT,WHOIS_CREATED_MONTHS,WHOIS_LAST_UPDATED_MONTHS,WHOIS_EXPIRES_IN_MONTHS,WHOIS_DNSSEC,WHOIS_COUNTRY,WHOIS_PRIVACY,TRUST
heldenlounge.de,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,545088,0,3.3,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17693829,1,0,14,2,1,4.92,6486,NaN,NaN,NaN,NaN,NaN,NaN,1
weplayhandball.de,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,241203,0,2.4,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12190885,2,0,10,4,1,4.67,1168,NaN,NaN,NaN,NaN,NaN,NaN,1
weight-loss-for-busy-people.com,27,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,225422,0,4.0,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,62911657,1,0,5,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
hzmrpack.com,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,69781,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,35104373,1,0,8,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
christmann-speyer.de,17,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,505238,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14459530,2,0,0,0,1,4.96,105,NaN,NaN,NaN,NaN,NaN,NaN,1
baumutt.com,7,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,1,0,276925,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,30728984,1,0,14,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
iubase.com,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,60029,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,36169110,1,0,1,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
digital1a.shop,9,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,283213,0,3.7,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,28826729,1,0,0,0,1,4.76,2877,NaN,NaN,NaN,NaN,NaN,NaN,1
americanlegacyfishing.com,21,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,103176,1,0.0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12156186,2,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
bible.com,5,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,157396,1,2.6,24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3601,6,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
wetality.com,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,133003,0,4.7,52,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,940647,4,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
hmg-benelux-shop.com,16,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,813937,0,4.4,153,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,46019937,1,0,14,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
mybauer.de,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,166584,1,3.9,71,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8115127,2,NaN,NaN,NaN,1,4.85,11332,NaN,NaN,NaN,NaN,NaN,NaN,1
baumarkt-deutschland.de,20,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,51703,0,4.7,4453,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10860481,2,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
brilliant.org,9,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,730584,0,4.6,1710,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,23736,5,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
eazy-fix.de,8,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,NaN,29745,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9034493,2,0,3,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
aboutpainting.ca,13,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,136431,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,63191394,1,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
kbeads.com,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,165560,0,4.6,69,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15549396,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
tempotravellerrentinmysore.com,26,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,97440,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,57215412,1,0,14,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
lichterloo.de,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,179866,1,2.6,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,40097485,1,0,14,0,1,5.0,1309,NaN,NaN,NaN,NaN,NaN,NaN,1
sloanecourtclinic.com,17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,34388,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,28393701,1,0,14,2,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
magnaconsulting.de,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,523278,0,4.8,61,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10034090,2,0,14,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
heruniverse.com,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,293407,0,2.6,21,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,652469,4,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
mfkrestaurant.com,13,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,155366,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1849509,3,0,14,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
socialmedialikesusa.com,19,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,NaN,90305,0,2.9,9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7805032,2,0,1,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
metalgardenmarkers.com,18,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,1,125776,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9445019,2,0,14,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
homesickcandles.com,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,272105,0,0.0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1062788,3,0,14,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
finranks.com,8,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,40220,0,4.1,12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
quicklogodesign.com,15,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,226574,0,3.7,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7935521,2,1,1,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
bitcoincasinotop.com,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,2433655,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,722337,4,0,14,12,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
fuchsbriefe.de,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,116514,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2215123,3,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
solarpanelstore.com,15,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,161320,0,0.0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10358390,2,0,14,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
kingkongsushi.com,13,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,111777,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13885666,2,0,14,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
jungbrunnen-superfoods.de,22,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,449248,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,96367861,0,0,14,2,1,4.83,126,NaN,NaN,NaN,NaN,NaN,NaN,1
songza.fm,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,NaN,277323,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1923204,3,0,14,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
pascalmayer.de,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,47254,0,4.7,24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11387163,2,0,1,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
quantsapp.com,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,201155,0,2.0,22,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,177597,4,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
crosswayconsulting.com,18,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,120625,0,3.8,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,30171198,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
moveoveramerica.com,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,NaN,17005,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2595056,3,0,1,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
easyclean-shop.de,14,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,93083,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18634332,1,0,0,0,1,4.93,5129,NaN,NaN,NaN,NaN,NaN,NaN,1
kidsdreams.eu,10,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,1,1,545416,1,3.4,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,65833640,1,0,14,1,1,4.64,253,NaN,NaN,NaN,NaN,NaN,NaN,1
marham.pk,6,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,1,0,1397143,0,2.6,30,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,945439,4,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
waynedinettes.com,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,51000,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,75623003,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
Sanvitahealthy.de,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,272705,0,0.0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,215087884,0,0,0,0,1,4.56,12,NaN,NaN,NaN,NaN,NaN,NaN,1
oregonstateparks.org,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,134921,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,53201,4,0,1,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
ezcustomgifts.com,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,759855,0,4.0,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6639306,2,0,14,2,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
prpseats.com,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,349517,1,0.0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4874352,2,0,1,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
thirstytowels.com,13,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,225828,0,4.9,114,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1877203,3,0,14,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
doorcountycoffee.com,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,418410,0,0.0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2130508,3,0,14,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
essayvikings.com,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,198947,0,4.0,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1363967,3,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
bluelimeprojects.com,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,267802,1,2.9,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,35098291,1,0,14,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
culturaportuguesa.eu,17,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,240290,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29164123,1,0,14,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
bellsofbliss.com,12,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,345791,0,4.7,108,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12716158,2,0,14,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
financetwenty.com,13,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,378242,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,41812631,1,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
inxy.com,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,5000,1,3.7,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9205645,2,0,14,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
dentalworks4kids.com,16,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,276252,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25634492,1,0,1,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
braindumpsschool.com,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,73919,1,0.0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14476973,2,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
ashleyblackguru.com,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,396664,0,2.5,12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,306059,4,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
pattydoo.de,8,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,138524,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,108674,4,0,0,0,1,4.94,112821,NaN,NaN,NaN,NaN,NaN,NaN,1
anandtech.com,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,86072,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8505,5,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
davidjones.com.au,14,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,204532,1,2.1,176,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1758787,3,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
schornstein-bremen.de,18,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,185794,0,4.8,395,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25716728,1,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
almadea.de,7,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,825571,1,4.2,36,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,344289360,0,NaN,NaN,NaN,1,4.49,130,NaN,NaN,NaN,NaN,NaN,NaN,1
dartsturm.de,9,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,493530,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5233187,2,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
whatstudies.com,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,133383,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,36394226,1,0,14,4,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
onychair.com,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1247828,1,4.1,19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,928158,4,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
the-bikini.com,10,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,387482,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5107633,2,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
musiciansconnect.net,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,53504,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,57439989,1,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
babybedding.com,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,36872,1,0.0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1091840,3,0,12,2,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
brandauditor.me,12,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,NaN,15365,1,4.1,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6181623,2,0,14,8,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
myherba.shopping,7,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,237638,0,4.7,508,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,65559339,1,0,14,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
fantoystore.com,11,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,NaN,195339,0,3.7,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,62095580,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
shop-sks.com,8,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,974052,1,0.0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10238576,2,0,0,0,1,4.91,4645,NaN,NaN,NaN,NaN,NaN,NaN,1
capstoneproject.net,15,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,218535,0,3.7,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3397176,3,0,14,6,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
seifenstars.de,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,437333,0,4.8,99,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,70692279,1,0,14,0,1,4.93,121,NaN,NaN,NaN,NaN,NaN,NaN,1
marketing-moderator.de,19,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,58109,1,3.8,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11673371,2,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
perfectwriters.co.uk,17,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,23215,0,3.7,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4990400,2,0,1,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
abchomeworkhelp.com,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,89025,0,3.8,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4094708,2,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
vincerocollective.com,17,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,1,1,0,630303,0,3.6,1108,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3390705,3,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
blenheimbedrooms.co.uk,19,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,424172,1,5.0,242,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,60870931,1,0,14,2,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
bembeltown.de,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,428551,1,4.6,55,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8132282,2,0,14,2,1,4.5,53,NaN,NaN,NaN,NaN,NaN,NaN,1
thelandoflegendsthemepark.com,25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,100855,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5247738,2,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
